emg1,emg2,emg3,label
-0.7083177802675062,-0.0,0.0,open
-0.999818009365136,0.0018946019591776155,2.4698730865129247e-17,open
-1.2237303531567956,0.002201114754065514,8.94777480161415e-17,open
-1.4118165126636542,0.0030582136381461897,6.255871878136301e-17,open
-1.5783173975882339,0.003071405281853658,1.9976141015603104e-17,open
-1.7288567831308759,0.0030801691747646466,6.720956460635982e-17,open
-1.8667237601298212,0.003473232437362324,1.0432649977989919e-16,open
-1.9950849401297603,0.0037426444652705576,5.739209745699019e-17,open
-2.115671173031902,0.003940815828695715,2.327127627237829e-16,open
-2.2297455932670944,0.004092485916930029,1.2242835265839255e-16,open
-2.2284022920215456,0.002387920024046842,9.04640662211175e-17,open
-2.227904902965406,0.0022187407770066932,1.6290024121419713e-16,open
-2.2278987897805984,0.0022093691614214657,7.595481080273998e-17,open
-2.228859141455036,0.003229615033604131,3.635163093557832e-16,open
-2.2288556964548913,0.0032270517902200854,2.4663878301440966e-16,open
-2.228853042997772,0.0032250703296043924,1.2339067887342562e-16,open
-2.229327429441457,0.003187234812848124,1.7915338083396903e-16,open
-2.229797494077908,0.003072629739824909,1.119522519870767e-16,open
-2.228810613211105,0.0049816631466975915,1.5527482031950767e-16,open
-2.22929194571741,0.00496105889541466,1.081957079625862e-16,open
-2.2297678358975292,0.00489433814025691,3.0429128722934293e-16,open
-2.22977058559445,0.004892479500346718,2.2274160436768085e-16,open
-2.229770585594448,0.004892479500346346,3.55850204269755e-16,open
-2.2283244178101946,0.0049547200001249184,9.669648324397123e-17,open
-2.227843777946069,0.004881310544250941,2.0115265330943414e-16,open
-2.2273623466303945,0.0047577883887771335,1.6775018213709793e-16,open
-2.2268865828166238,0.004584514363962153,3.358130129656398e-16,open
-2.2268979473538253,0.004595199202620051,8.124533753723646e-17,open
-2.2288479403131762,0.0038813861130202383,7.375464645699284e-17,open
-2.227404903208627,0.005183150608437994,1.2750279945344651e-16,open
-2.2269248705796905,0.005027678162956568,2.58429830452999e-16,open
-2.226919355081739,0.0050282014947963865,3.3449419479770547e-16,open
-2.226917975147742,0.005027011115429556,1.209785616486409e-16,open
-2.228364143127756,0.0053595688097658025,1.8776983846938548e-16,open
-2.2288440882266523,0.005379813426677999,3.725556292561771e-16,open
-2.228839922159647,0.005381695700697095,7.455814181884238e-17,open
-2.228834375178839,0.005384188766867057,2.0588602203367723e-16,open
-2.2288315089672777,0.0053829043219007725,1.2346601164447928e-16,open
-2.2278628349789473,0.004837916892921408,6.031136449479329e-17,open
-2.2288175752125126,0.0032462293507150375,2.691250377408331e-16,open
-2.228768002115418,0.0032859726390181625,1.1023534971209386e-16,open
-2.229249330946277,0.0032593598915758282,8.453713528340914e-17,open
-2.2292501202190187,0.003259844879241267,1.979302462088228e-16,open
-2.2287704093182708,0.002480571590096558,1.4841204223158168e-16,open
-2.2282932231821024,0.0024186893440042542,2.1027853780826417e-16,open
-2.228780199448021,0.002476881777844662,1.4207509884841824e-16,open
-2.2287857464163308,0.00247159058490079,2.9116058562101933e-16,open
-2.2287892013116926,0.0024750354115669255,1.757640271295451e-16,open
-2.2287975218476572,0.002467053027487565,2.793963773305785e-16,open
-2.2288072433206274,0.0024576305141621813,3.5397160531856868e-16,open
-2.2283813541970834,0.0031815657596112427,1.1980877001951575e-16,open
-2.22790279094241,0.0030745055536790405,7.099360160817808e-17,open
-2.2274234274342293,0.002881849890469165,1.5829508653941934e-16,open
-2.2279031377806584,0.0037514271603436523,1.304772599387539e-16,open
-2.2279031377806584,0.0037514271603435495,8.012331921959532e-17,open
-2.227423085144784,0.0035946778427738807,1.701376641648026e-16,open
-2.227425835123527,0.0035939412954808514,3.8808710278640644e-16,open
-2.2274258351235265,0.0035939412954811615,2.5941307772628933e-16,open
-2.2269440675275955,0.003991518517597893,2.8026732106058085e-16,open
-2.22790441973311,0.004828321976138856,8.584218070668579e-17,open
-2.2288647651600417,0.004430714844700662,2.579553423433666e-16,open
-2.2288661421183003,0.004429965514809117,2.1372596122357455e-16,open
-2.2288661421183003,0.004429965514808893,8.466436705217718e-17,open
-2.227905789557573,0.003754049629040938,2.078216472125706e-16,open
-2.2283858422828793,0.003844546780045004,1.824281840715568e-16,open
-2.2283858422828806,0.0038445467800448984,6.251628455097917e-16,open
-2.2298241881774437,0.005284224447253048,5.437284039762142e-17,open
-2.22934491911935,0.005348750809214722,1.0463646395074399e-16,open
-2.2303073280389603,0.004703716991103874,1.8010681946069037e-16,open
-2.229827027452715,0.0043207233371889385,1.1307817929424373e-16,open
-2.2288645203751565,0.0049221414425795204,2.5443789713521315e-16,open
-2.2293452605234694,0.004898481087971554,8.820757519309199e-17,open
-2.2293452605234694,0.004898481087971554,8.834631214056254e-17,open
-2.2293452605234703,0.004898481087971598,3.2123927316449916e-16,open
-2.228867949155745,0.004921143467551927,6.787873505801092e-16,open
-2.2293492761733518,0.00489737223359387,7.714982139501069e-17,open
-2.2288699106988483,0.003872995739700819,2.1079905588832647e-16,open
-2.2293499622191706,0.0038438355080286286,1.5667583507753083e-16,open
-2.228872062599683,0.0038726373375969304,4.796977085093547e-16,open
-2.2283920098306114,0.0038440455853888146,1.450178048842958e-16,open
-2.229354418039203,0.0031827428113053798,2.0360810077720602e-16,open
-2.2288750515758293,0.0032189204661188433,3.5432992689700167e-16,open
-2.2288777934151813,0.0032168761356811326,1.8756035043897765e-16,open
-2.2293592177316732,0.0031794283826788645,4.1775209290955597e-16,open
-2.2293592177316732,0.0031794283826786065,3.6088450890673935e-16,open
-2.2288778913805816,0.0032169492032852825,1.0485044972319349e-16,open
-2.228398963754232,0.0023498770208167205,2.9213661285154143e-16,open
-2.228877891380583,0.0032169492032852686,1.8648204752309713e-16,open
-2.22887652256095,0.003217967357858053,1.4723877950663875e-16,open
-2.2288778955806703,0.003216940232824127,4.127392770121075e-16,open
-2.228398627363489,0.0031818243775369117,2.4033978494410094e-16,open
-2.2283986273634904,0.003181824377536731,1.120753906033946e-16,open
-2.2283986273634895,0.003181824377536818,2.8656279030772464e-16,open
-2.2279199449301923,0.003070916927636744,1.7627788339739154e-16,open
-2.228399212419025,0.003182354312813518,1.4519812230700236e-16,open
-2.2283950699513375,0.0031848978626989135,9.931980550466673e-17,open
-2.22791364567732,0.0030748307278507083,7.888905495255981e-17,open
-2.2274346206596976,0.0019237529681731575,1.3888257876026666e-16,open
-2.227915256659952,0.0022046158182855674,2.2390261547619236e-16,open
-2.228395209728691,0.002356581151071198,3.3677277272757103e-16,close
-2.228875162841808,0.0024053504576540805,1.2580556974494463e-16,close
-2.228872412866358,0.0024081034324541185,2.2954230587808256e-16,close
-2.2288710440473434,0.0024094597174877837,3.246171143196812e-16,close
-2.2293496283431944,0.002364066894356888,6.70515928841575e-17,close
-2.228870361026558,0.0024087763257824237,3.2951297483495754e-16,close
-2.2288772453296914,0.0024018604729065768,5.392510579396733e-16,close
-2.2293579845920175,0.0023512315674197237,1.1841648482395862e-16,close
-2.2288780314800456,0.0023998983918858013,4.641866102473042e-16,close
-2.228876663344771,0.002398529605573034,2.0667879479363027e-16,close
-2.2288697234381543,0.002391663017464549,2.469161266014153e-16,close
-2.2293487492448096,0.0031773246886197437,1.4471660014889524e-16,close
-2.229350126201406,0.003176071025942209,1.7404124811944564e-16,close
-2.2298287072957677,0.003065665772277593,4.786768921585687e-16,close
-2.2298273351032485,0.0030650206227814305,1.691008494614363e-16,close
-2.2298232163095513,0.0030695238891152773,1.1443069194328468e-16,close
-2.2303011155775954,0.0028796152564905483,2.0912188793670685e-16,close
-2.2303010173317706,0.0028795822082581927,2.8985733786025195e-16,close
-2.2302982673580733,0.00288324111359799,6.142128458068657e-17,close
-2.2302968913731935,0.002882780660032889,5.939836435131401e-17,close
-2.229821128106863,0.003079205244294121,7.437410823168958e-17,close
-2.228859399034149,0.0024059677926962075,2.0354256303765925e-16,close
-2.22885939903415,0.0024059677926959754,6.023826456491938e-17,close
-2.22885939903415,0.0024059677926960466,3.9836474523955503e-16,close
-2.22885811776976,0.0024046899961163186,1.1242622794135508e-16,close
-2.22885535226106,0.00240747134774535,1.286863738048478e-16,close
-2.228852592377,0.0024047149126910053,8.581876815816867e-17,close
-2.228366420309021,0.002357822320381507,1.4722399802162666e-16,close
-2.2283608733400193,0.002362384499807164,4.249134543225795e-16,close
-2.2283594894402126,0.0023606905497222663,2.2653816788644443e-16,close
-2.228838747531155,0.002410318669898862,1.254805970908503e-16,close
-2.2288345934374916,0.0024144630737020327,9.442711826643225e-17,close
-2.229794945551076,0.0030950562961759103,3.4144483705566773e-16,close
-2.2297942566437263,0.0030947303528352397,1.225393059404331e-16,close
-2.229312826200527,0.003203455396244025,1.993173985358484e-16,close
-2.229795542854925,0.0030931779735271616,4.204318067321631e-16,close
-2.2297962357285535,0.0030935025724256496,3.789314170581288e-16,close
-2.229800389821467,0.003088976557933187,4.2238877022179083e-16,close
-2.2298045561609983,0.0030844062232522618,7.165891376254899e-17,close
-2.2293239172644936,0.003195508817350596,2.6733690455325307e-16,close
-2.2288432783233216,0.0032322071505396094,3.537955785748121e-16,close
-2.227876027345818,0.004853913556457362,9.126354526473408e-17,close
-2.226907354305225,0.004016672994634117,1.4775019952596816e-16,close
-2.2269024754983233,0.004011412136595583,7.06917522214539e-17,close
-2.2273844985200353,0.004210830040897906,1.1800542018448193e-16,close
-2.2273851895473045,0.004211464789992141,1.406234634787639e-16,close
-2.226902472668848,0.004013075468852607,3.648255011272907e-16,close
-2.2268997071557477,0.004013397802762405,1.0976923705802384e-16,close
-2.226898322272503,0.004013560873553939,1.1277296424005135e-16,close
-2.2268969373892595,0.004013723460083621,1.393997111863836e-16,close
-2.226894163918878,0.0040140524083251425,3.6262425081878164e-17,close
-2.2273769636200216,0.0029006449571808567,3.753553879520987e-16,close
-2.227378360518447,0.0029001676300257464,4.541272563439984e-16,close
-2.226897050405451,0.0026095484955478148,7.981197982139974e-17,close
-2.226895070450447,0.00260624298986656,1.738240550972515e-16,close
-2.226411663176284,0.002162905742987406,3.4251439413565444e-16,close
-2.225929991370288,0.0025990579702811507,5.283934091034456e-17,close
-2.2268944844152956,0.0040108401456279705,3.137508547046658e-16,close
-2.226893095828163,0.004011006746656494,1.405533363474795e-16,close
-2.2273758127045076,0.004210569821481402,2.4569370757483867e-16,close
-2.2273785861751447,0.004209938797420127,1.506390645490366e-16,close
-2.228347834955847,0.0038607547719866895,1.739291383446207e-16,close
-2.228350616418224,0.0038593549976807763,3.0401406792342996e-16,close
-2.2283533978805954,0.003857952713614098,5.830026703330844e-16,close
-2.2283546868117567,0.003858917548441514,2.0307394211515556e-16,close
-2.228356071694353,0.0038582256011953993,3.345330456757706e-16,close
-2.2283581474194736,0.0038546011910242013,3.819428411908311e-16,close
-2.2264333326513057,0.004302277891181266,4.177044581441592e-16,close
-2.226436106122412,0.0043022676934624466,3.12077589497202e-16,close
-2.225954774310233,0.0039952550105244984,1.425656172154157e-16,close
-2.225956154940064,0.003995422546591521,3.023343918659014e-17,close
-2.225956843846067,0.003996337453036235,5.403293433032581e-16,close
-2.2259609860363456,0.003996836319172878,6.784010630205045e-16,close
-2.225962370919573,0.0039969973584946,4.068135871013316e-16,close
-2.224997982155004,0.0037616674940979633,3.1487482681913686e-16,close
-2.2249965972722836,0.003761141001516145,2.9357171823775864e-16,close
-2.224996597272283,0.0037611410015157393,5.895589917891261e-17,close
-2.22595830367404,0.0025976628193042288,1.355251312580279e-16,close
-2.22595830367404,0.0025976628193042288,1.3534747373727368e-16,close
-2.2259471128374804,0.002595823675053335,1.1160345757372322e-16,close
-2.2259443473269713,0.002595301928860329,9.90197573477914e-17,close
-2.225460251417131,0.0019216866813507297,1.0736325365520105e-16,close
-2.2259395162351616,0.0025930893153594684,2.9369373667793265e-16,close
-2.2254585351028933,0.002885889888640569,6.739088200468477e-17,close
-2.225940207082182,0.002589367156302749,8.632984652555311e-17,close
-2.2259402070821825,0.0025893671563027116,9.154864401811273e-17,close
-2.226421188037474,0.0021536043738841753,3.514199651102125e-16,close
-2.226421188037474,0.0021536043738841753,3.5161431113230927e-16,close
-2.227384296384345,0.003608887222617299,3.2379487522927803e-16,close
-2.2273954872269712,0.0036057488768723453,2.623467333199707e-16,close
-2.227396872109687,0.003605376723797022,1.0580728809766827e-16,close
-2.2273898880986915,0.0036073286761796972,2.6376511487586173e-16,close
-2.227391264082285,0.0036088060184694885,1.385910842677617e-16,close
-2.228355643690275,0.0032054869960564873,3.6542078488469174e-16,close
-2.2278801810869426,0.0037611420344762976,4.269328248318857e-16,close
-2.228364277896604,0.0038525232562092926,2.6254207853963036e-16,close
-2.2288469898686696,0.003882716169049342,1.1460201429959243e-16,close
-2.229330388918748,0.00385300797278112,1.2162772808649055e-16,close
-2.2283700365376187,0.0031945023692616374,1.322683949454581e-16,close
-2.2288541204785015,0.0032311704263978,6.681875909360823e-16,close
-2.229337519304693,0.00319448779693914,4.705957741248158e-16,open
-2.2293486457741447,0.003184250086952042,4.397823824683149e-16,open
-2.2293486457741447,0.0031842500869520398,4.3995778856498437e-16,open
-2.2293486457741447,0.0031842500869527107,2.850499359978607e-16,open
-2.2298296229662546,0.0021997171934325893,1.6321980520966752e-16,open
-2.228869966530661,0.0032203556060100406,4.534277104103548e-16,open
-2.227910407315234,0.0037501271452510666,1.4952653944299485e-16,open
-2.2274297659885214,0.003593663794303536,1.1452504016150509e-16,open
-2.227429765988521,0.003593663794303312,2.7982447209939825e-16,open
-2.2269498127009517,0.003360880080742178,5.4507990202125024e-17,open
-2.226949224010977,0.003360123299979717,1.0299081994774659e-16,open
-2.2274299634503274,0.003592039422376536,1.8598177605188406e-16,open
-2.2279096740206774,0.004320141852694124,7.580384023121978e-17,open
-2.2274276555147887,0.004185397547588481,6.17475900380141e-17,open
-2.227907609155667,0.004321596745946445,9.177117728408538e-17,open
-2.2288686391093053,0.003871951703343129,7.381433167839998e-17,open
-2.2293496167878684,0.003186046559227519,8.827299314391339e-17,open
-2.2298296692908415,0.0030746234131527037,2.1452108196595188e-16,open
-2.2298213484708285,0.0030838169903287618,4.751618100231606e-16,open
-2.229821348470827,0.0030838169903289747,3.5047824128465914e-16,open
-2.2293426689841205,0.0031924366190647815,1.8490989678211575e-16,open
-2.2288646713374454,0.0032257529432484916,1.2981954434952777e-16,open
-2.227905692681308,0.002205236658423385,2.4693666247670823e-16,open
-2.2279084426575233,0.002203436158835198,1.9371499701151254e-16,open
-2.2279085406228165,0.002203586036239625,2.1356422985011923e-16,open
-2.2274285876437396,0.0019222620809227825,2.2953955504574487e-16,open
-2.227429956463123,0.001921589134773275,2.3577349865566465e-16,open
-2.227431328231862,0.0019243310555868971,1.290725551336552e-16,open
-2.227439649055833,0.0019199448310082883,2.222656404913883e-16,open
-2.22743827603636,0.0019206371394317092,9.458856606679753e-17,open
-2.226959355918316,0.002582902012613312,2.889016607585321e-16,open
-2.226959355918316,0.0025829020126133403,2.508878912972714e-16,open
-2.227439308985783,0.0028778650565700918,1.540293524173981e-16,open
-2.2279186753168703,0.0030704386111575295,1.0557862414079615e-16,open
-2.2269597038151754,0.0033556959182581363,2.1035412390096722e-16,open
-2.2269583307945706,0.0033558964613383713,3.1184003951514696e-16,open
-2.2274363283924536,0.0035876009432881132,8.441231590314464e-17,open
-2.2274363283924536,0.003587600943288078,1.064971079312356e-16,open
-2.228396680598719,0.004393843715669211,1.7334762269277703e-16,open
-2.227915011676827,0.004822431124066648,8.435722285393471e-17,open
-2.2288726122042335,0.0044249729246518795,2.7328521943260205e-16,open
-2.2293506102881393,0.004399660667464911,1.1137861300337165e-16,open
-2.229350708253648,0.004399703509499136,2.0832689602784826e-16,open
-2.229830321770869,0.004823884780443164,8.314881376877929e-17,open
-2.2303092410879235,0.004188045588684298,2.8308627535143187e-16,open
-2.2307898825034003,0.003990034398934279,9.921391148301558e-17,open
-2.2298295383152906,0.004826371735225199,8.603357440532177e-17,open
-2.229828755233788,0.00482613794176863,1.4265325541978646e-16,open
-2.228869774810387,0.004427882547883037,2.5732314496179757e-16,open
-2.229832084529204,0.0037470690399804235,1.395276943385051e-16,open
-2.2293534045460524,0.003838423304065899,7.308146172411495e-17,open
-2.2298330178427235,0.004317912005668319,1.6568354203880156e-16,open
-2.2298315478241837,0.004317423312138306,2.1818005927005918e-16,open
-2.229351836282462,0.003837640298125554,1.2888189013731122e-16,open
-2.229831790071891,0.0037469561347521674,2.340879072522013e-16,open
-2.2298317900718914,0.003746956134752089,8.598712424596387e-17,open
-2.2303100174815707,0.0028802392068270405,1.23295739753122e-16,open
-2.2298293763765544,0.0030744851081206137,3.3747089884081517e-16,open
-2.2303079575265876,0.0028818393146431854,1.306800967721359e-16,open
-2.230307957526588,0.0028818393146430865,7.28337980903669e-17,open
-2.2307866370716445,0.002588461810711743,1.593028585543536e-16,open
-2.2293466806903863,0.0031851450589152133,5.0043082568604794e-17,open
-2.2288667263889312,0.0032217513247206034,1.174650134569637e-16,open
-2.2283847084756636,0.0031866687178161114,4.3145993134434626e-16,open
-2.2283840233610523,0.0031860474279167333,2.4288605121110414e-16,open
-2.2279033821674,0.0030751504124516744,3.441387746980265e-16,open
-2.228385400036188,0.003185213993078419,1.0496755011088782e-16,open
-2.228865354337551,0.003220727457558599,3.9691180842002574e-16,open
-2.2283840233610537,0.003186047427916853,1.654605511231917e-16,open
-2.2279020054921355,0.003075798026325375,3.114694575936211e-16,open
-2.2274205764021184,0.0028826415414178468,2.3219048088633285e-16,open
-2.227898804698177,0.0022063515762897118,6.012378357982096e-17,open
-2.227897428023539,0.002207250623638522,4.870859421760173e-16,open
-2.22789742802354,0.0022072506236383137,4.628647027186586e-16,open
-2.2278967410877235,0.002206201013540424,3.3768271502841945e-16,open
-2.2278953644130843,0.002207098835776847,4.505303206428278e-16,open
-2.2274133468547124,0.0019257342643409774,1.3204010851778642e-17,open
-2.2274133468547124,0.0019257342643409904,2.275703088738115e-16,open
-2.2278939884301097,0.002204996390611134,1.9747812481093033e-16,open
-2.22837463009402,0.002356509831752233,1.7050980875812953e-16,open
-2.22885398657155,0.0024033059310992035,2.544723655485456e-16,open
-2.2293353173269983,0.0023551298127886195,2.4570040234420417e-16,open
-2.229816648038238,0.0022032321798466153,2.8927117353665494e-16,open
-2.229816647756133,0.002203232610645558,2.852328514363323e-16,open
-2.2293353167627896,0.0023551305037020007,2.7308128342636455e-16,open
-2.2293380664553952,0.0023517753617118328,8.66386960516537e-17,open
-2.229340816147992,0.0023484122149792755,2.9667100699595216e-16,open
-2.2288608620683115,0.002396446211415824,4.290730791672813e-16,open
-2.2283843388749487,0.0023459916795557723,5.716588107983137e-16,open
-2.2279050738871495,0.00219496890249543,1.558050972941709e-16,open
-2.227425717259386,0.0019195900246592745,4.858759387847368e-17,open
-2.227426502440531,0.001921161827163026,1.0778563451318506e-16,open
-2.226947921643794,0.001441780111954093,3.6885713469028223e-16,open
-2.2274307224312246,0.0019227224028271752,7.786492793971512e-17,open
-2.228392450712201,0.003184527219854913,2.673749729212966e-16,open
-2.2283924507122013,0.0031845272198549684,3.5956228235359555e-17,open
-2.228392450712201,0.0031845272198548777,8.509763392791115e-17,open
-2.228873875030136,0.0032200918467302393,1.5381197231028703e-16,open
-2.228873875030136,0.003220091846730269,1.1963978760989268e-16,open
-2.2288766168694925,0.003218049260377968,8.759652629948497e-17,open
-2.228879366846187,0.0032159852389343686,3.171007387114187e-17,close
-2.2288793668461864,0.003215985238934416,7.675015774124578e-17,close
-2.2293587333084592,0.0031791243470694645,2.1901246914020187e-16,close
-2.228878681731284,0.003215475353307066,9.974774879333022e-17,close
-2.227910009229072,0.0022028519033018175,1.0854614179371741e-16,close
-2.2279113780484554,0.0022019654481644545,2.2711720996064993e-16,close
-2.2279113780484554,0.0022019654481647134,1.4183634232825726e-16,close
-2.2269503490297,0.002586018720116763,3.7441435285597685e-16,close
-2.227428248162636,0.0028816981406016274,1.4230419591810886e-16,close
-2.227426879342623,0.0028821465972367457,1.924720646038918e-16,close
-2.2283858580855385,0.0038428035513287206,2.2433344289883024e-16,close
-2.2283858580855385,0.0038428035513287215,2.2403382947854166e-16,close
-2.2279064911647657,0.0037511245017605287,1.8431450098370731e-16,close
-2.2283865429200724,0.003843318128982447,1.0268025625902725e-16,close
-2.2283976055919723,0.003837678217712739,1.4095804673000915e-16,close
-2.2283962364909646,0.0038383611075361456,7.923488092516711e-17,close
-2.2288762880091126,0.0038681749137642824,7.479515458393865e-17,close
-2.2293558926630612,0.0031815483009618724,1.072321548295175e-16,close
-2.2293559909088767,0.003181607403656082,2.382923669713967e-16,close
-2.229835259081914,0.003070806538186776,2.055296891212299e-16,close
-2.228877648802102,0.0023967499642014007,3.492319948785401e-16,close
-2.2279192642783068,0.003069241219651697,3.009295840003868e-16,close
-2.228398630977239,0.003178865906788052,1.2339170952245608e-16,close
-2.228393795081565,0.0031745153514707303,1.565105936948358e-16,close
-2.228393795081566,0.003174515351470777,1.3962828911303823e-16,close
